X,Y,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2
-71.829169,41.708331,,Revere Textile Prints Corp.,41.06,CTD004532610,100121,7,1,Connecticut,Sterling,Windham,Deleted NPL Site,-71.829169,41.708331,06/10/1986,07/22/1987,09/30/1992,145,03/01/1994,09/02/1994,"<a href=""https://semspub.epa.gov/src/document/01/75001285"" target=""_blank"">CTD004532610 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100121"" target=""_blank"">Revere Textile Prints Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/01/75001293"" target=""_blank"">09/02/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/01/75001045"" target=""_blank"">03/01/1994 (PDF)</a>",,No,,,,,1
-72.9986,41.5748,,Nutmeg Valley Road,42.69,CTD980669261,100250,8,1,Connecticut,Wolcott,New Haven,Deleted NPL Site,-72.9986,41.5748,01/22/1987,03/31/1989,09/28/2004,922,08/05/2005,09/23/2005,"<a href=""https://semspub.epa.gov/src/document/01/75001286"" target=""_blank"">CTD980669261 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100250"" target=""_blank"">Nutmeg Valley Road</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-23/pdf/05-19054.pdf"" target=""_blank"">09/23/2005 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-08-05/pdf/05-15435.pdf"" target=""_blank"">08/05/2005 (PDF)</a>",,No,,,,,2
-72.681388,41.48111,,Durham Meadows,33.94,CTD001452093,100108,9,1,Connecticut,Durham,Middlesex,NPL Site,-72.681388,41.48111,06/24/1988,10/04/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001287"" target=""_blank"">CTD001452093 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100108"" target=""_blank"">Durham Meadows</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,3
-72.910833,41.5575,,Cheshire Ground Water Contamination,35.57,CTD981067317,100265,1031,1,Connecticut,Cheshire,New Haven,Deleted NPL Site,-72.910833,41.5575,06/24/1988,08/30/1990,12/31/1996,422,03/21/1997,07/02/1997,"<a href=""https://semspub.epa.gov/src/document/01/75001177"" target=""_blank"">CTD981067317 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100265"" target=""_blank"">Cheshire Ground Water Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-02/pdf/97-17032.pdf"" target=""_blank"">07/02/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-03-21/pdf/97-7066.pdf"" target=""_blank"">03/21/1997 (PDF)</a>",,No,,,,,4
-71.966939,41.940561,,Linemaster Switch Corp.,33.71,CTD001153923,100041,1095,1,Connecticut,Woodstock,Windham,NPL Site,-71.966939,41.940561,06/24/1988,02/21/1990,03/29/2005,931,,,"<a href=""https://semspub.epa.gov/src/document/01/75001179"" target=""_blank"">CTD001153923 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100041"" target=""_blank"">Linemaster Switch Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,,5
-73.047222,41.980556,,Barkhamsted-New Hartford Landfill,38.05,CTD980732333,100255,1206,1,Connecticut,Barkhamsted,Litchfield,NPL Site,-73.047222,41.980556,06/24/1988,10/04/1989,09/28/2001,803,,,"<a href=""https://semspub.epa.gov/src/document/01/75001185"" target=""_blank"">CTD980732333 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100255"" target=""_blank"">Barkhamsted-New Hartford Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,6
-71.924161,41.665281,,Gallup's Quarry,46.29,CTD108960972,100201,1209,1,Connecticut,Plainfield,Windham,NPL Site,-71.924161,41.665281,06/24/1988,10/04/1989,09/30/1997,498,,,"<a href=""https://semspub.epa.gov/src/document/01/75001187"" target=""_blank"">CTD108960972 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100201"" target=""_blank"">Gallup's Quarry</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,7
-72.447911,41.84975,,Precision Plating Corp.,49.1,CTD051316313,100156,1216,1,Connecticut,Vernon,Tolland,NPL Site,-72.447911,41.84975,06/24/1988,10/04/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001193"" target=""_blank"">CTD051316313 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100156"" target=""_blank"">Precision Plating Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,8
-72.087081,41.400139,,New London Submarine Base,36.53,CTD980906515,100261,1267,1,Connecticut,New London,New London,NPL Site,-72.087081,41.400139,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001197"" target=""_blank"">CTD980906515 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100261"" target=""_blank"">New London Submarine Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,,9
-73.117222,41.201278,,"Raymark Industries, Inc.",0,CTD001186618,100094,1408,1,Connecticut,Stratford,Fairfield,NPL Site,-73.117222,41.201278,01/18/1994,04/25/1995,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001210"" target=""_blank"">CTD001186618 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100094"" target=""_blank"">Raymark Industries, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-25/pdf/95-10156.pdf"" target=""_blank"">04/25/1995 (PDF)</a>",,,No,,,,,10
-73.010639,41.550389,,Scovill Industrial Landfill,50,CT0002265551,102953,1591,1,Connecticut,Waterbury,New Haven,NPL Site,-73.010639,41.550389,05/11/2000,07/27/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001220"" target=""_blank"">CT0002265551 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102953"" target=""_blank"">Scovill Industrial Landfill</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,,No,,,,,11
-76.9875,38.875,,Washington Navy Yard,48.57,DC9170024310,300031,1503,3,District of Columbia,Washington,District of Columbia,NPL Site,-76.9875,38.875,03/06/1998,07/28/1998,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900232"" target=""_blank"">DC9170024310 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300031"" target=""_blank"">Washington Navy Yard</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,No,,,,,12
-75.608331,39.653061,,Army Creek Landfill,69.92,DED980494496,300086,247,3,Delaware,New Castle County,New Castle,NPL Site,-75.608331,39.653061,12/30/1982,09/08/1983,04/29/1994,236,,,"<a href=""https://semspub.epa.gov/src/document/03/900260"" target=""_blank"">DED980494496 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300086"" target=""_blank"">Army Creek Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,13
-75.602781,39.651389,,Delaware Sand & Gravel Landfill,46.6,DED000605972,300034,248,3,Delaware,New Castle County,New Castle,NPL Site,-75.602781,39.651389,12/30/1982,09/08/1983,08/12/1997,445,,,"<a href=""https://semspub.epa.gov/src/document/03/900261"" target=""_blank"">DED000605972 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300034"" target=""_blank"">Delaware Sand & Gravel Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,14
-75.649439,39.586111,,Delaware City PVC Plant,30.55,DED980551667,300091,249,3,Delaware,Delaware City,New Castle,NPL Site,-75.649439,39.586111,12/30/1982,09/08/1983,09/26/2001,787,,,"<a href=""https://semspub.epa.gov/src/document/03/900262"" target=""_blank"">DED980551667 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300091"" target=""_blank"">Delaware City PVC Plant</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,15
-75.770839,39.573331,,"Harvey & Knott Drum, Inc.",30.77,DED980713093,300123,250,3,Delaware,Kirkwood,New Castle,NPL Site,-75.770839,39.573331,12/30/1982,09/08/1983,06/22/1994,238,,,"<a href=""https://semspub.epa.gov/src/document/03/900263"" target=""_blank"">DED980713093 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300123"" target=""_blank"">Harvey & Knott Drum, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,16
-75.577769,39.657781,,New Castle Steel,30.4,DED980705255,300106,251,3,Delaware,New Castle County,New Castle,Deleted NPL Site,-75.577769,39.657781,12/30/1982,09/08/1983,08/17/1988,30,09/22/1988,03/17/1989,"<a href=""https://semspub.epa.gov/src/document/03/900264"" target=""_blank"">DED980705255 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300106"" target=""_blank"">New Castle Steel</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900400"" target=""_blank"">03/17/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900057"" target=""_blank"">09/22/1988 (PDF)</a>",,No,,,,,17
-75.561669,39.670281,,New Castle Spill,38.33,DED058980442,300069,252,3,Delaware,New Castle County,New Castle,Deleted NPL Site,-75.561669,39.670281,12/30/1982,09/08/1983,07/19/1992,105,03/21/1996,06/12/1996,"<a href=""https://semspub.epa.gov/src/document/03/900265"" target=""_blank"">DED058980442 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300069"" target=""_blank"">New Castle Spill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-12/pdf/96-14770.pdf"" target=""_blank"">06/12/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-03-21/pdf/96-6561.pdf"" target=""_blank"">03/21/1996 (PDF)</a>",,No,,,,,18
-75.653339,39.6125,,Tybouts Corner Landfill,0,DED000606079,300035,253,3,Delaware,New Castle County,New Castle,NPL Site,-75.653339,39.6125,12/30/1982,09/08/1983,09/11/1995,315,,,"<a href=""https://semspub.epa.gov/src/document/03/900266"" target=""_blank"">DED000606079 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300035"" target=""_blank"">Tybouts Corner Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,19
-75.5,39.120831,,Wildcat Landfill,30.61,DED980704951,300101,254,3,Delaware,Dover,Kent,Deleted NPL Site,-75.5,39.120831,12/30/1982,09/08/1983,09/30/1992,140,01/13/2003,03/14/2003,"<a href=""https://semspub.epa.gov/src/document/03/900267"" target=""_blank"">DED980704951 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300101"" target=""_blank"">Wildcat Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-515.pdf"" target=""_blank"">03/14/2003 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-514.pdf"" target=""_blank"">01/13/2003 (PDF)</a>",,No,,,,,20
-75.611389,39.227219,,Coker's Sanitation Service Landfills,52.15,DED980704860,300097,257,3,Delaware,Kent County,Kent,Deleted NPL Site,-75.611389,39.227219,04/10/1985,07/22/1987,09/29/1993,211,06/03/2011,08/02/2011,"<a href=""https://semspub.epa.gov/src/document/03/900269"" target=""_blank"">DED980704860 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300097"" target=""_blank"">Coker's Sanitation Service Landfills</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13841.pdf"" target=""_blank"">08/02/2011 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13844.pdf"" target=""_blank"">06/03/2011 (PDF)</a>",,No,,,,,21
-75.283061,38.5775,,NCR Corp. (Millsboro Plant),38.21,DED043958388,300061,258,3,Delaware,Millsboro,Sussex,NPL Site,-75.283061,38.5775,04/10/1985,07/22/1987,09/27/1996,394,,,"<a href=""https://semspub.epa.gov/src/document/03/900270"" target=""_blank"">DED043958388 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300061"" target=""_blank"">NCR Corp. (Millsboro Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,,22
-75.537219,39.718611,,Halby Chemical Co.,30.9,DED980830954,300125,259,3,Delaware,New Castle,New Castle,NPL Site,-75.537219,39.718611,09/18/1985,06/10/1986,04/22/2002,812,,,"<a href=""https://semspub.epa.gov/src/document/03/900271"" target=""_blank"">DED980830954 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300125"" target=""_blank"">Halby Chemical Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,23
-75.635831,39.599581,,"Standard Chlorine of Delaware, Inc.",35.42,DED041212473,300058,260,3,Delaware,Delaware City,New Castle,NPL Site,-75.635831,39.599581,09/18/1985,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900272"" target=""_blank"">DED041212473 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300058"" target=""_blank"">Standard Chlorine of Delaware, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,,24
-75.618889,39.295281,,Tyler Refrigeration Pit,33.94,DED980705545,300111,261,3,Delaware,Smyrna,Kent,Deleted NPL Site,-75.618889,39.295281,06/10/1986,02/21/1990,05/10/1996,355,01/28/2004,03/29/2004,"<a href=""https://semspub.epa.gov/src/document/03/900273"" target=""_blank"">DED980705545 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300111"" target=""_blank"">Tyler Refrigeration Pit</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1821.pdf"" target=""_blank"">03/29/2004 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1822.pdf"" target=""_blank"">01/28/2004 (PDF)</a>",,No,,,,,25
-75.5277,39.1558,,Dover Gas Light Co.,35.57,DED980693550,300095,263,3,Delaware,Dover,Kent,NPL Site,-75.5277,39.1558,01/22/1987,10/04/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900274"" target=""_blank"">DED980693550 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300095"" target=""_blank"">Dover Gas Light Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,26
-75.609169,39.708331,,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",51.91,DED980555122,300093,264,3,Delaware,Newport,New Castle,NPL Site,-75.609169,39.708331,01/22/1987,02/21/1990,09/19/2002,827,,,"<a href=""https://semspub.epa.gov/src/document/03/900275"" target=""_blank"">DED980555122 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300093"" target=""_blank"">E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,,27
-75.614169,38.535,,Sussex County Landfill No. 5,28.9,DED980494637,300089,265,3,Delaware,Laurel,Sussex,Deleted NPL Site,-75.614169,38.535,06/24/1988,10/04/1989,12/29/1994,282,07/30/2001,09/28/2001,"<a href=""https://semspub.epa.gov/src/document/03/900276"" target=""_blank"">DED980494637 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300089"" target=""_blank"">Sussex County Landfill No. 5</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18816.pdf"" target=""_blank"">09/28/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18817.pdf"" target=""_blank"">07/30/2001 (PDF)</a>",,No,,,,,28
-75.71,39.5126,,Sealand Limited,33.1,DED981035520,300137,1064,3,Delaware,Mount Pleasant,New Castle,Deleted NPL Site,-75.71,39.5126,06/24/1988,08/30/1990,03/27/1992,76,02/10/1997,07/01/1997,"<a href=""https://semspub.epa.gov/src/document/03/900188"" target=""_blank"">DED981035520 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300137"" target=""_blank"">Sealand Limited</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-01/pdf/97-17182.pdf"" target=""_blank"">07/01/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-02-10/pdf/97-2993.pdf"" target=""_blank"">02/10/1997 (PDF)</a>",,No,,,,,29
-75.624169,39.704719,,"Koppers Co., Inc. (Newport Plant)",33.56,DED980552244,300092,1072,3,Delaware,Newport,New Castle,NPL Site,-75.624169,39.704719,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900189"" target=""_blank"">DED980552244 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300092"" target=""_blank"">Koppers Co., Inc. (Newport Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,,30
-75.466669,39.127781,,Dover Air Force Base,35.89,DE8570024010,300191,1684,3,Delaware,Dover,Kent,NPL Site,-75.466669,39.127781,07/22/1987,03/13/1989,09/27/2006,987,,,"<a href=""https://semspub.epa.gov/src/document/03/900250"" target=""_blank"">DE8570024010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300191"" target=""_blank"">Dover Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>",,,No,,,,,31
-75.5764,39.2216,,"Chem-Solv, Inc.",37.93,DED980714141,300124,1685,3,Delaware,Cheswold,Kent,Deleted NPL Site,-75.5764,39.2216,06/24/1988,08/30/1990,06/30/1998,516,03/31/2022,08/17/2022,"<a href=""https://semspub.epa.gov/src/document/03/900251"" target=""_blank"">DED980714141 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124"" target=""_blank"">Chem-Solv, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-08-17/pdf/2022-17480.pdf"" target=""_blank"">08/17/2022 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-03-31/pdf/2022-06774.pdf"" target=""_blank"">03/31/2022 (PDF)</a>",,No,,,,,32
-75.298061,38.588158,,Millsboro TCE,50,DEN000306645,306645,1804,3,Delaware,Millsboro,Sussex,Proposed NPL Site,-75.298061,38.588158,09/23/2009,,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900036"" target=""_blank"">DEN000306645 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306645"" target=""_blank"">Millsboro TCE</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22936.pdf"" target=""_blank"">09/23/2009 (PDF)</a>",,,,,No,,,,,33
-75.735,39.653889,,Newark South Ground Water Plume,50,DEN000306877,306877,1929,3,Delaware,Newark,New Castle,NPL Site,-75.735,39.653889,08/03/2017,01/18/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197091"" target=""_blank"">DEN000306877 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306877"" target=""_blank"">Newark South Ground Water Plume</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16171.pdf"" target=""_blank"">08/03/2017 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00619.pdf"" target=""_blank"">01/18/2018 (PDF)</a>",,,No,,,,,34
-75.696513,39.78752,,Hockessin Groundwater,50,DEN000303920,303920,1933,3,Delaware,Hockessin,New Castle,NPL Site,-75.696513,39.78752,01/18/2018,05/17/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197207"" target=""_blank"">DEN000303920 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303920"" target=""_blank"">Hockessin Groundwater</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10464.pdf"" target=""_blank"">05/17/2018 (PDF)</a>",,,No,,,,,35
